run_id,timestamp,claim_id,experiment_id,workload,variant,adapter_commit,config_hash,seed,repetition,order_index,parameter_set,parameters_json,input_scale,native_work_units,threads,cores_visible,phase,latency_ms,cpu_time_ms,peak_rss_mb,proof_bytes,verify_ok,exit_code,error_type,page_faults,process_read_bytes,process_write_bytes,peak_swap_mb,ram_per_application_unit,process_counter_provider,measurement_scope,energy_joules,energy_source,cold_start,invalid_proof_kind,rejection_latency_ms,metric_unavailable_reason,boundary_reason,evidence_class,result_scope,run_role,recorded,phase_supported,phase_status,phase_metrics_json,constraints,public_inputs,native_relation_size,relation_unit,counter_sampling_interval_ms,counter_samples,system_mem_total_mb,system_swap_total_mb,system_mem_available_start_mb,system_mem_available_end_mb,system_mem_available_min_mb,system_swap_used_start_mb,system_swap_used_end_mb,system_swap_used_peak_mb,system_swap_in_pages_delta,system_swap_out_pages_delta,system_swap_in_mb_delta,system_swap_out_mb_delta,system_swap_io_observed,system_counter_provider,system_counter_unavailable_reason,system_sampling_interval_ms,system_counter_samples
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.909897+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,native_execution,135.145087,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""application_units"":2.0,""r1cs_multipliers"":1048576.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.909992+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,setup_or_preprocess,17969.945921,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""generator_capacity"":1048576.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910016+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,key_load,,,,,,,,,,,,,,phase,,,true,,,Bulletproofs uses deterministic generators and has no proving or verification key,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,false,unsupported,{},,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910032+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,commitment,0.610586,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,{},,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910047+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,witness,1141.579191,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""generator_capacity"":1048576.0,""r1cs_multipliers"":1048576.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910063+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,prove_total,127177.763628,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""r1cs_multipliers"":1048576.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910077+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,serialize,0.005019,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""proof_bytes"":1697.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910092+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,deserialize,0.002074,,,,,,,,,,,,,phase,,,true,,,,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,true,ok,"{""proof_bytes"":1697.0}",,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910107+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,fft_ntt,,,,,,,,,,,,,,phase,,,true,,,the Bulletproofs R1CS prover does not use an FFT or NTT phase,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,false,unsupported,{},,,,,,,,,,,,,,,,,,,,,,,
88e3f5a3-c32e-4e26-8997-de760b003820,2026-09-11T11:03:57.910120+00:00,PAPER-R1-MILLION-SWAP-AUDIT,million-swap-audit-bulletproofs-v1,batched_state,bulletproofs-5.0.0-ristretto,44e8d092a7a5ea18c970a8dd28b9f0f36f940dbc,8fccf2945d744b58c3473f4dab90763bf1f6d3af11dec4cfae45ddf4f6e0d679,5566831274734495587,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",1048576,1048576,16,16,msm,,,,,,,,,,,,,,phase,,,true,,,the library does not expose its internal multiscalar multiplications as a timed phase,,measured,confirmatory million-unit WSL2/Linux memory-pressure audit; timing is not merged with the paper-scale campaign,os_cache_primer,false,false,unsupported,{},,,,,,,,,,,,,,,,,,,,,,,
