run_id,timestamp,claim_id,experiment_id,workload,variant,adapter_commit,config_hash,seed,repetition,order_index,parameter_set,parameters_json,input_scale,native_work_units,threads,cores_visible,phase,latency_ms,cpu_time_ms,peak_rss_mb,proof_bytes,verify_ok,exit_code,error_type,page_faults,process_read_bytes,process_write_bytes,peak_swap_mb,ram_per_application_unit,process_counter_provider,measurement_scope,energy_joules,energy_source,cold_start,invalid_proof_kind,rejection_latency_ms,metric_unavailable_reason,boundary_reason,evidence_class,result_scope,run_role,recorded,phase_supported,phase_status,phase_metrics_json,constraints,public_inputs,native_relation_size,relation_unit,counter_sampling_interval_ms,counter_samples
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.743984+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,native_execution,1.291043,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""application_units"":64.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744176+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,witness,1.116267,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""application_units"":64.0,""plonk_domain_rows"":128.0,""plonk_logical_gates"":68.0,""plonk_variables"":68.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744223+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,setup_or_preprocess,22.434508,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""plonk_domain_rows"":128.0,""srs_size"":130.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744247+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,prove_total,39.971401,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""plonk_domain_rows"":128.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744266+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,serialize,0.006282,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""proof_bytes"":769.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744284+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,deserialize,0.260475,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,"{""proof_bytes"":769.0}",,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744301+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,verify_core,3.380891,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,{},,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744318+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,verify_total,3.641687,,,,,,,,,,,,,phase,,,true,,,,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,true,ok,{},,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744334+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,fft_ntt,,,,,,,,,,,,,,phase,,,true,,,Jellyfish exposes no stable per-proof hook for this phase,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,false,unsupported,{},,,,,,
faac3f72-f74b-42a0-be1a-95453a86c741,2026-08-09T02:54:25.744351+00:00,C2-CONTROLLED-SNARK,controlled-plonk-pilot-v1,controlled_kernel,jellyfish-turboplonk-0.8.0-bn254-kzg,5477ab05b549b750fa32dc9a1bc61898f74ebf21,b51fa1bd9bd3db00079057822b5f305afd048981c6fdee344634f6bd7c48b6bb,2584650356073446119,0,0,default,{},64,64,1,16,msm,,,,,,,,,,,,,,phase,,,true,,,Jellyfish exposes no stable per-proof hook for this phase,,measured,controlled implementation pilot; not paper-final evidence,os_cache_primer,false,false,unsupported,{},,,,,,
