curve,operation,size,repetition,threads,execution_mode,elapsed_ns,operations
BN254,field_add,2,0,2,parallel,860676,16
BN254,field_add,2,1,2,parallel,80294,16
BN254,field_add,2,2,2,parallel,69301,16
BN254,field_add,2,3,2,parallel,82163,16
BN254,field_add,2,4,2,parallel,79037,16
BN254,field_add,2,5,2,parallel,80089,16
BN254,field_add,2,6,2,parallel,78634,16
BN254,field_add,2,7,2,parallel,72631,16
BN254,field_add,2,8,2,parallel,75270,16
BN254,field_add,2,9,2,parallel,75450,16
BN254,field_add,4,0,2,parallel,66404,32
BN254,field_add,4,1,2,parallel,84743,32
BN254,field_add,4,2,2,parallel,72124,32
BN254,field_add,4,3,2,parallel,86125,32
BN254,field_add,4,4,2,parallel,72134,32
BN254,field_add,4,5,2,parallel,80771,32
BN254,field_add,4,6,2,parallel,108061,32
BN254,field_add,4,7,2,parallel,85910,32
BN254,field_add,4,8,2,parallel,95037,32
BN254,field_add,4,9,2,parallel,127257,32
BN254,field_add,8,0,2,parallel,97414,64
BN254,field_add,8,1,2,parallel,92272,64
BN254,field_add,8,2,2,parallel,82243,64
BN254,field_add,8,3,2,parallel,94130,64
BN254,field_add,8,4,2,parallel,92302,64
BN254,field_add,8,5,2,parallel,84655,64
BN254,field_add,8,6,2,parallel,115492,64
BN254,field_add,8,7,2,parallel,96881,64
BN254,field_add,8,8,2,parallel,91661,64
BN254,field_add,8,9,2,parallel,104695,64
BN254,field_add,16,0,2,parallel,143590,128
BN254,field_add,16,1,2,parallel,79558,128
BN254,field_add,16,2,2,parallel,92663,128
BN254,field_add,16,3,2,parallel,88872,128
BN254,field_add,16,4,2,parallel,93672,128
BN254,field_add,16,5,2,parallel,94037,128
BN254,field_add,16,6,2,parallel,84046,128
BN254,field_add,16,7,2,parallel,82533,128
BN254,field_add,16,8,2,parallel,88796,128
BN254,field_add,16,9,2,parallel,93552,128
BN254,field_add,32,0,2,parallel,83125,256
BN254,field_add,32,1,2,parallel,87467,256
BN254,field_add,32,2,2,parallel,72285,256
BN254,field_add,32,3,2,parallel,102300,256
BN254,field_add,32,4,2,parallel,78742,256
BN254,field_add,32,5,2,parallel,73727,256
BN254,field_add,32,6,2,parallel,73968,256
BN254,field_add,32,7,2,parallel,97847,256
BN254,field_add,32,8,2,parallel,76482,256
BN254,field_add,32,9,2,parallel,77881,256
BN254,field_add,64,0,2,parallel,91641,512
BN254,field_add,64,1,2,parallel,86967,512
BN254,field_add,64,2,2,parallel,99388,512
BN254,field_add,64,3,2,parallel,97342,512
BN254,field_add,64,4,2,parallel,93564,512
BN254,field_add,64,5,2,parallel,84407,512
BN254,field_add,64,6,2,parallel,104515,512
BN254,field_add,64,7,2,parallel,105647,512
BN254,field_add,64,8,2,parallel,90436,512
BN254,field_add,64,9,2,parallel,101279,512
BN254,field_add,128,0,2,parallel,94904,1024
BN254,field_add,128,1,2,parallel,88675,1024
BN254,field_add,128,2,2,parallel,111851,1024
BN254,field_add,128,3,2,parallel,94032,1024
BN254,field_add,128,4,2,parallel,81186,1024
BN254,field_add,128,5,2,parallel,87212,1024
BN254,field_add,128,6,2,parallel,85058,1024
BN254,field_add,128,7,2,parallel,82273,1024
BN254,field_add,128,8,2,parallel,97480,1024
BN254,field_add,128,9,2,parallel,101249,1024
BN254,field_add,256,0,2,parallel,108799,2048
BN254,field_add,256,1,2,parallel,102681,2048
BN254,field_add,256,2,2,parallel,101549,2048
BN254,field_add,256,3,2,parallel,113030,2048
BN254,field_add,256,4,2,parallel,145277,2048
BN254,field_add,256,5,2,parallel,106392,2048
BN254,field_add,256,6,2,parallel,106172,2048
BN254,field_add,256,7,2,parallel,94589,2048
BN254,field_add,256,8,2,parallel,86333,2048
BN254,field_add,256,9,2,parallel,83215,2048
BN254,field_add,512,0,2,parallel,102906,4096
BN254,field_add,512,1,2,parallel,93850,4096
BN254,field_add,512,2,2,parallel,94256,4096
BN254,field_add,512,3,2,parallel,139059,4096
BN254,field_add,512,4,2,parallel,94621,4096
BN254,field_add,512,5,2,parallel,81499,4096
BN254,field_add,512,6,2,parallel,106854,4096
BN254,field_add,512,7,2,parallel,123715,4096
BN254,field_add,512,8,2,parallel,97903,4096
BN254,field_add,512,9,2,parallel,111408,4096
BN254,field_mul,2,0,2,parallel,118495,16
BN254,field_mul,2,1,2,parallel,80185,16
BN254,field_mul,2,2,2,parallel,88831,16
BN254,field_mul,2,3,2,parallel,98466,16
BN254,field_mul,2,4,2,parallel,104657,16
BN254,field_mul,2,5,2,parallel,79618,16
BN254,field_mul,2,6,2,parallel,69074,16
BN254,field_mul,2,7,2,parallel,75317,16
BN254,field_mul,2,8,2,parallel,75776,16
BN254,field_mul,2,9,2,parallel,70236,16
BN254,field_mul,4,0,2,parallel,78813,32
BN254,field_mul,4,1,2,parallel,101682,32
BN254,field_mul,4,2,2,parallel,100722,32
