curve,operation,size,repetition,threads,execution_mode,elapsed_ns,operations
BN254,field_add,2,0,8,parallel,1560614,16
BN254,field_add,2,1,8,parallel,500441,16
BN254,field_add,2,2,8,parallel,406241,16
BN254,field_add,2,3,8,parallel,454466,16
BN254,field_add,2,4,8,parallel,531409,16
BN254,field_add,2,5,8,parallel,352441,16
BN254,field_add,2,6,8,parallel,759073,16
BN254,field_add,2,7,8,parallel,578067,16
BN254,field_add,2,8,8,parallel,515109,16
BN254,field_add,2,9,8,parallel,534484,16
BN254,field_add,4,0,8,parallel,517120,32
BN254,field_add,4,1,8,parallel,578644,32
BN254,field_add,4,2,8,parallel,446346,32
BN254,field_add,4,3,8,parallel,505622,32
BN254,field_add,4,4,8,parallel,467621,32
BN254,field_add,4,5,8,parallel,408119,32
BN254,field_add,4,6,8,parallel,555314,32
BN254,field_add,4,7,8,parallel,467606,32
BN254,field_add,4,8,8,parallel,536879,32
BN254,field_add,4,9,8,parallel,410509,32
BN254,field_add,8,0,8,parallel,477448,64
BN254,field_add,8,1,8,parallel,432434,64
BN254,field_add,8,2,8,parallel,439618,64
BN254,field_add,8,3,8,parallel,441865,64
BN254,field_add,8,4,8,parallel,397965,64
BN254,field_add,8,5,8,parallel,417702,64
BN254,field_add,8,6,8,parallel,547679,64
BN254,field_add,8,7,8,parallel,435099,64
BN254,field_add,8,8,8,parallel,502052,64
BN254,field_add,8,9,8,parallel,429764,64
BN254,field_add,16,0,8,parallel,501449,128
BN254,field_add,16,1,8,parallel,582875,128
BN254,field_add,16,2,8,parallel,564671,128
BN254,field_add,16,3,8,parallel,462353,128
BN254,field_add,16,4,8,parallel,456149,128
BN254,field_add,16,5,8,parallel,471152,128
BN254,field_add,16,6,8,parallel,671575,128
BN254,field_add,16,7,8,parallel,763385,128
BN254,field_add,16,8,8,parallel,642518,128
BN254,field_add,16,9,8,parallel,488705,128
BN254,field_add,32,0,8,parallel,481089,256
BN254,field_add,32,1,8,parallel,435690,256
