run_id,timestamp,claim_id,experiment_id,workload,variant,adapter_commit,config_hash,seed,repetition,order_index,parameter_set,parameters_json,input_scale,native_work_units,threads,cores_visible,phase,latency_ms,cpu_time_ms,peak_rss_mb,proof_bytes,verify_ok,exit_code,error_type,page_faults,process_read_bytes,process_write_bytes,peak_swap_mb,ram_per_application_unit,process_counter_provider,measurement_scope,energy_joules,energy_source,cold_start,invalid_proof_kind,rejection_latency_ms,metric_unavailable_reason,boundary_reason,evidence_class,result_scope,run_role,recorded,phase_supported,phase_status,phase_metrics_json,constraints,public_inputs,native_relation_size,relation_unit,counter_sampling_interval_ms,counter_samples
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326093+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,native_execution,2.417592,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""application_units"":2.0,""native_work_units"":16384.0,""relation_digest"":1505448621716585.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326190+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,witness,13.897394,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""application_units"":2.0,""hash_invocations"":4.0,""hash_rounds"":5.0,""plonk_domain_rows"":16384.0,""plonk_logical_gates"":8193.0,""plonk_variables"":173.0,""range_bits_total"":32.0,""target_native_size"":16384.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326217+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,setup_or_preprocess,408.295973,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""plonk_domain_rows"":16384.0,""srs_size"":16386.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326235+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,prove_total,1012.766240,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""plonk_domain_rows"":16384.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326251+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,serialize,0.005150,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""proof_bytes"":977.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326266+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,deserialize,4.409349,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,"{""proof_bytes"":977.0}",,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326281+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,verify_core,6.250548,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,{},,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326295+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,verify_total,10.660307,,,,,,,,,,,,,phase,,,true,,,,,measured,paper-scale state campaign,os_cache_primer,false,true,ok,{},,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326309+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,fft_ntt,,,,,,,,,,,,,,phase,,,true,,,Jellyfish exposes no stable per-proof hook for this phase,,measured,paper-scale state campaign,os_cache_primer,false,false,unsupported,{},,,,,,
f9379d8f-8df5-48b7-b622-7e21d9b6c4b8,2026-08-20T13:51:59.326323+00:00,PAPER-RQ2-STATE-SCALING,paper-state-plonk-v1,batched_state,jellyfish-turboplonk-0.8.0-bls12-381-kzg,7cdc095c81f873e9684a8d88adf809fac9d1d7be,cab24eb567ee8a25cf5fdcf5dfdf6c4c1292a662a79ea31aa3babb9188d1dd93,8638066593605423408,0,0,state-paper-r1,"{""application_units"":2,""hash_rounds"":5,""scale_mode"":""target_native_size"",""update_bits"":16}",16384,16384,16,16,msm,,,,,,,,,,,,,,phase,,,true,,,Jellyfish exposes no stable per-proof hook for this phase,,measured,paper-scale state campaign,os_cache_primer,false,false,unsupported,{},,,,,,
