model_id,evidence_class,profile_id,profile_role,profile_label,security_bits,evm_fork,workload,adapter,selected_input_scale,native_proof_bytes,proof_calldata_bytes,public_inputs,calldata_payload_bytes,calldata_tokens,calldata_gas,calldata_pricing_branch,verifier_compute_gas,fixed_gas,batch_size,gas_price_gwei,eth_usd,amortized_gas_per_application_unit,modeled_cost_usd
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,1,5,3500.0,226132.0,3.95731
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,1,20,3500.0,226132.0,15.82924
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,1,100,3500.0,226132.0,79.1462
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,2,5,3500.0,113091.0,1.979093
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,2,20,3500.0,113091.0,7.91637
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,2,100,3500.0,113091.0,39.58185
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,4,5,3500.0,56570.5,0.989984
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,4,20,3500.0,56570.5,3.959935
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,4,100,3500.0,56570.5,19.799675
reproduction-evm-gas-v2,modeled,legacy-bn254,legacy,Legacy BN254 / EIP-1108,approximately 80,Istanbul-compatible EIP-1108 and EIP-2028,state,groth16,1048576,192.0,256.0,3,352.0,0.0,5632.0,eip2028,199450,226082.0,8,5,3500.0,28310.25,0.495429
